date,channel,device,sessions,product_views,add_to_cart,checkout_started,purchased
2025-06-11,Google Shopping,Desktop,53,31,13,8,7
2025-06-11,Google Shopping,Mobile,97,57,24,16,10
2025-06-11,Google Shopping,Tablet,11,7,3,2,1
2025-06-11,Meta Prospecting,Desktop,137,79,27,17,10
2025-06-11,Meta Prospecting,Mobile,438,252,86,56,26
2025-06-11,Meta Prospecting,Tablet,17,9,3,2,1
2025-06-11,Meta Retargeting,Desktop,53,28,11,7,6
2025-06-11,Meta Retargeting,Mobile,131,69,29,18,12
2025-06-11,Meta Retargeting,Tablet,9,5,2,1,1
2025-06-11,Referral,Desktop,29,17,6,3,3
2025-06-11,Referral,Mobile,49,30,9,6,5
2025-06-11,Referral,Tablet,7,4,1,1,1
2025-06-11,TikTok,Desktop,36,21,7,5,3
2025-06-11,TikTok,Mobile,125,71,25,16,8
2025-06-11,TikTok,Tablet,4,2,1,0,0
2025-06-12,Email/Organic,Desktop,95,58,24,13,11
2025-06-12,Email/Organic,Mobile,148,91,37,21,14
2025-06-12,Email/Organic,Tablet,22,14,5,3,2
2025-06-12,Google Brand,Desktop,33,18,8,6,5
2025-06-12,Google Brand,Mobile,48,26,12,8,5
2025-06-12,Google Brand,Tablet,8,4,2,1,1
2025-06-12,Google Shopping,Desktop,76,49,17,11,9
2025-06-12,Google Shopping,Mobile,137,88,31,19,12
2025-06-12,Google Shopping,Tablet,16,10,3,2,1
2025-06-12,Meta Prospecting,Desktop,177,96,39,23,12
2025-06-12,Meta Prospecting,Mobile,563,306,123,73,29
2025-06-12,Meta Prospecting,Tablet,21,12,5,3,1
2025-06-12,Meta Retargeting,Desktop,47,28,10,7,6
2025-06-12,Meta Retargeting,Mobile,118,69,26,17,12
2025-06-12,Meta Retargeting,Tablet,8,5,2,1,1
2025-06-12,Referral,Desktop,48,27,10,7,6
2025-06-12,Referral,Mobile,82,46,18,11,8
2025-06-12,Referral,Tablet,11,6,2,1,1
2025-06-12,TikTok,Desktop,37,20,8,5,3
2025-06-12,TikTok,Mobile,129,71,29,18,9
2025-06-12,TikTok,Tablet,4,2,1,1,1
2025-06-13,Email/Organic,Desktop,119,59,20,12,11
2025-06-13,Email/Organic,Mobile,186,93,32,19,14
2025-06-13,Email/Organic,Tablet,27,14,5,3,3
2025-06-13,Google Brand,Desktop,65,31,12,7,6
2025-06-13,Google Brand,Mobile,94,45,18,10,7
2025-06-13,Google Brand,Tablet,15,7,3,2,1
2025-06-13,Google Shopping,Desktop,93,48,20,12,9
2025-06-13,Google Shopping,Mobile,169,86,37,21,13
2025-06-13,Google Shopping,Tablet,20,10,4,2,1
2025-06-13,Meta Prospecting,Desktop,165,101,44,28,12
2025-06-13,Meta Prospecting,Mobile,528,320,141,90,30
2025-06-13,Meta Prospecting,Tablet,20,12,6,3,1
2025-06-13,Meta Retargeting,Desktop,61,28,13,9,7
2025-06-13,Meta Retargeting,Mobile,150,69,33,21,12
2025-06-13,Meta Retargeting,Tablet,10,4,2,1,1
2025-06-13,Referral,Desktop,45,29,11,7,6
2025-06-13,Referral,Mobile,77,48,19,12,9
2025-06-13,Referral,Tablet,10,6,3,1,1
2025-06-13,TikTok,Desktop,47,26,10,6,4
2025-06-13,TikTok,Mobile,163,90,35,20,9
2025-06-13,TikTok,Tablet,5,2,1,0,0
2025-06-14,Email/Organic,Desktop,82,46,21,13,12
2025-06-14,Email/Organic,Mobile,129,71,32,21,14
2025-06-14,Email/Organic,Tablet,19,10,5,3,2
2025-06-14,Google Brand,Desktop,35,17,7,4,4
2025-06-14,Google Brand,Mobile,50,24,10,5,3
2025-06-14,Google Brand,Tablet,8,4,1,1,1
2025-06-14,Google Shopping,Desktop,86,47,17,11,8
2025-06-14,Google Shopping,Mobile,156,86,32,20,12
2025-06-14,Google Shopping,Tablet,18,10,4,2,1
2025-06-14,Meta Prospecting,Desktop,196,96,38,25,14
2025-06-14,Meta Prospecting,Mobile,624,308,121,79,33
2025-06-14,Meta Prospecting,Tablet,24,12,5,3,1
2025-06-14,Meta Retargeting,Desktop,47,26,10,6,5
2025-06-14,Meta Retargeting,Mobile,117,63,25,15,11
2025-06-14,Meta Retargeting,Tablet,8,4,2,1,1
2025-06-14,Referral,Desktop,50,30,10,6,5
2025-06-14,Referral,Mobile,85,50,17,10,7
2025-06-14,Referral,Tablet,11,6,2,1,1
2025-06-14,TikTok,Desktop,62,36,13,8,5
2025-06-14,TikTok,Mobile,216,125,44,26,13
2025-06-14,TikTok,Tablet,6,4,1,1,1
2025-06-15,Email/Organic,Desktop,80,50,24,15,13
2025-06-15,Email/Organic,Mobile,125,79,38,24,17
2025-06-15,Email/Organic,Tablet,18,12,6,3,2
2025-06-15,Google Brand,Desktop,54,29,11,6,5
2025-06-15,Google Brand,Mobile,78,43,16,9,6
2025-06-15,Google Brand,Tablet,13,7,2,2,2
2025-06-15,Google Shopping,Desktop,65,37,16,9,6
2025-06-15,Google Shopping,Mobile,117,67,29,16,9
2025-06-15,Google Shopping,Tablet,14,8,3,2,1
2025-06-15,Meta Prospecting,Desktop,141,82,34,22,12
2025-06-15,Meta Prospecting,Mobile,451,260,110,69,30
2025-06-15,Meta Prospecting,Tablet,17,10,4,3,2
2025-06-15,Meta Retargeting,Desktop,62,33,13,8,7
2025-06-15,Meta Retargeting,Mobile,154,83,32,21,13
2025-06-15,Meta Retargeting,Tablet,11,6,2,1,1
2025-06-15,Referral,Desktop,64,32,12,7,7
2025-06-15,Referral,Mobile,107,55,21,12,9
2025-06-15,Referral,Tablet,14,7,3,2,2
2025-06-15,TikTok,Desktop,41,23,9,6,4
2025-06-15,TikTok,Mobile,142,79,32,21,11
2025-06-15,TikTok,Tablet,4,2,1,1,1
2025-06-16,Email/Organic,Desktop,78,45,19,14,13
2025-06-16,Email/Organic,Mobile,122,70,30,21,15
2025-06-16,Email/Organic,Tablet,18,10,5,3,2
2025-06-16,Google Brand,Desktop,91,39,13,9,7
2025-06-16,Google Brand,Mobile,132,56,20,12,7
2025-06-16,Google Brand,Tablet,22,9,3,2,1
2025-06-16,Google Shopping,Desktop,89,46,17,9,7
2025-06-16,Google Shopping,Mobile,162,83,31,17,11
2025-06-16,Google Shopping,Tablet,19,10,3,2,1
2025-06-16,Meta Prospecting,Desktop,173,88,31,19,10
2025-06-16,Meta Prospecting,Mobile,550,283,100,60,23
2025-06-16,Meta Prospecting,Tablet,21,11,4,2,1
2025-06-16,Meta Retargeting,Desktop,49,28,10,7,6
2025-06-16,Meta Retargeting,Mobile,122,70,26,16,11
2025-06-16,Meta Retargeting,Tablet,8,5,2,1,1
2025-06-16,Referral,Desktop,56,34,13,9,8
2025-06-16,Referral,Mobile,95,57,23,16,11
2025-06-16,Referral,Tablet,12,7,3,2,1
2025-06-16,TikTok,Desktop,39,20,8,5,4
2025-06-16,TikTok,Mobile,137,70,29,18,11
2025-06-16,TikTok,Tablet,4,2,1,1,1
2025-06-17,Email/Organic,Desktop,92,53,20,13,11
2025-06-17,Email/Organic,Mobile,145,82,31,20,14
2025-06-17,Email/Organic,Tablet,21,12,5,3,2
2025-06-17,Google Brand,Desktop,45,22,10,6,6
2025-06-17,Google Brand,Mobile,65,32,14,9,6
2025-06-17,Google Brand,Tablet,10,5,2,1,1
2025-06-17,Google Shopping,Desktop,67,41,18,11,8
2025-06-17,Google Shopping,Mobile,123,74,32,20,12
2025-06-17,Google Shopping,Tablet,14,9,4,2,1
2025-06-17,Meta Prospecting,Desktop,93,66,29,16,9
2025-06-17,Meta Prospecting,Mobile,296,210,92,53,24
2025-06-17,Meta Prospecting,Tablet,11,8,3,2,1
2025-06-17,Meta Retargeting,Desktop,63,34,13,9,7
2025-06-17,Meta Retargeting,Mobile,156,86,33,23,14
2025-06-17,Meta Retargeting,Tablet,10,6,2,2,1
2025-06-17,Referral,Desktop,43,23,8,5,5
2025-06-17,Referral,Mobile,72,39,13,8,6
2025-06-17,Referral,Tablet,10,5,2,1,1
2025-06-17,TikTok,Desktop,35,19,8,6,4
2025-06-17,TikTok,Mobile,122,66,27,20,10
2025-06-17,TikTok,Tablet,3,2,1,0,0
2025-06-18,Email/Organic,Desktop,77,39,14,9,8
2025-06-18,Email/Organic,Mobile,120,62,21,14,10
2025-06-18,Email/Organic,Tablet,18,9,3,2,1
2025-06-18,Google Brand,Desktop,42,23,9,5,4
2025-06-18,Google Brand,Mobile,61,34,13,8,6
2025-06-18,Google Brand,Tablet,10,5,2,1,1
2025-06-18,Google Shopping,Desktop,85,46,20,12,10
2025-06-18,Google Shopping,Mobile,154,83,37,21,13
2025-06-18,Google Shopping,Tablet,18,10,4,2,1
2025-06-18,Meta Prospecting,Desktop,179,98,37,23,13
2025-06-18,Meta Prospecting,Mobile,572,314,118,72,32
2025-06-18,Meta Prospecting,Tablet,22,12,4,3,1
2025-06-18,Meta Retargeting,Desktop,80,41,18,11,9
2025-06-18,Meta Retargeting,Mobile,199,101,44,26,17
2025-06-18,Meta Retargeting,Tablet,14,7,3,2,1
2025-06-18,Referral,Desktop,45,25,10,6,6
2025-06-18,Referral,Mobile,77,42,16,9,7
2025-06-18,Referral,Tablet,10,5,2,1,1
2025-06-18,TikTok,Desktop,51,31,12,7,5
2025-06-18,TikTok,Mobile,179,106,41,26,14
2025-06-18,TikTok,Tablet,5,3,1,1,0
2025-06-19,Email/Organic,Desktop,103,62,16,11,10
2025-06-19,Email/Organic,Mobile,162,98,26,17,12
2025-06-19,Email/Organic,Tablet,24,14,4,2,1
2025-06-19,Google Brand,Desktop,84,47,15,9,8
2025-06-19,Google Brand,Mobile,123,68,22,14,10
2025-06-19,Google Brand,Tablet,20,11,3,2,1
2025-06-19,Google Shopping,Desktop,57,32,12,8,6
2025-06-19,Google Shopping,Mobile,104,57,23,14,9
2025-06-19,Google Shopping,Tablet,12,7,3,2,1
2025-06-19,Meta Prospecting,Desktop,79,40,16,12,7
2025-06-19,Meta Prospecting,Mobile,253,129,53,37,17
2025-06-19,Meta Prospecting,Tablet,10,5,2,1,1
2025-06-19,Meta Retargeting,Desktop,60,35,10,7,6
2025-06-19,Meta Retargeting,Mobile,148,88,24,17,11
2025-06-19,Meta Retargeting,Tablet,10,6,2,1,1
2025-06-19,Referral,Desktop,76,41,18,13,12
2025-06-19,Referral,Mobile,127,68,30,22,15
2025-06-19,Referral,Tablet,17,9,4,3,2
2025-06-19,TikTok,Desktop,54,33,11,8,6
2025-06-19,TikTok,Mobile,188,114,40,26,14
2025-06-19,TikTok,Tablet,5,3,1,1,1
2025-06-20,Email/Organic,Desktop,87,52,19,13,11
2025-06-20,Email/Organic,Mobile,137,82,30,20,14
2025-06-20,Email/Organic,Tablet,20,12,5,3,2
2025-06-20,Google Brand,Desktop,68,40,15,9,8
2025-06-20,Google Brand,Mobile,99,58,23,13,9
2025-06-20,Google Brand,Tablet,16,10,4,2,1
2025-06-20,Google Shopping,Desktop,50,30,12,8,6
2025-06-20,Google Shopping,Mobile,92,55,22,14,9
2025-06-20,Google Shopping,Tablet,11,7,3,2,1
2025-06-20,Meta Prospecting,Desktop,147,85,30,18,11
2025-06-20,Meta Prospecting,Mobile,468,270,96,58,26
2025-06-20,Meta Prospecting,Tablet,18,10,4,2,1
2025-06-20,Meta Retargeting,Desktop,121,64,23,14,11
2025-06-20,Meta Retargeting,Mobile,301,160,58,34,21
2025-06-20,Meta Retargeting,Tablet,20,11,4,2,1
2025-06-20,Referral,Desktop,75,38,14,9,8
2025-06-20,Referral,Mobile,126,64,24,15,10
2025-06-20,Referral,Tablet,17,9,3,2,2
2025-06-20,TikTok,Desktop,26,14,5,4,3
2025-06-20,TikTok,Mobile,90,48,19,13,7
2025-06-20,TikTok,Tablet,2,1,1,0,0
2025-06-21,Email/Organic,Desktop,129,70,21,13,12
2025-06-21,Email/Organic,Mobile,202,109,33,21,15
2025-06-21,Email/Organic,Tablet,29,16,5,3,2
2025-06-21,Google Brand,Desktop,50,27,9,6,5
2025-06-21,Google Brand,Mobile,73,38,14,9,6
2025-06-21,Google Brand,Tablet,12,6,2,1,1
2025-06-21,Google Shopping,Desktop,53,29,11,7,6
2025-06-21,Google Shopping,Mobile,97,53,20,13,8
2025-06-21,Google Shopping,Tablet,11,6,2,2,1
2025-06-21,Meta Prospecting,Desktop,168,91,31,20,12
2025-06-21,Meta Prospecting,Mobile,536,290,99,62,30
2025-06-21,Meta Prospecting,Tablet,20,11,4,2,1
2025-06-21,Meta Retargeting,Desktop,50,32,13,8,6
2025-06-21,Meta Retargeting,Mobile,125,79,31,20,12
2025-06-21,Meta Retargeting,Tablet,9,5,2,1,1
2025-06-21,Referral,Desktop,66,38,13,8,7
2025-06-21,Referral,Mobile,112,64,21,14,10
2025-06-21,Referral,Tablet,15,8,3,2,2
2025-06-21,TikTok,Desktop,49,24,8,5,3
2025-06-21,TikTok,Mobile,172,84,30,19,9
2025-06-21,TikTok,Tablet,5,3,1,1,0
2025-06-22,Email/Organic,Desktop,123,71,28,16,13
2025-06-22,Email/Organic,Mobile,192,112,44,26,17
2025-06-22,Email/Organic,Tablet,28,16,7,4,3
2025-06-22,Google Brand,Desktop,80,40,15,9,7
2025-06-22,Google Brand,Mobile,115,58,23,13,8
2025-06-22,Google Brand,Tablet,19,10,4,2,1
2025-06-22,Google Shopping,Desktop,76,37,13,9,7
2025-06-22,Google Shopping,Mobile,137,67,25,16,10
2025-06-22,Google Shopping,Tablet,16,8,3,2,1
2025-06-22,Meta Prospecting,Desktop,235,141,43,25,15
2025-06-22,Meta Prospecting,Mobile,750,451,137,79,36
2025-06-22,Meta Prospecting,Tablet,28,17,5,3,1
2025-06-22,Meta Retargeting,Desktop,72,39,15,9,7
2025-06-22,Meta Retargeting,Mobile,178,96,37,22,14
2025-06-22,Meta Retargeting,Tablet,12,6,3,1,1
2025-06-22,Referral,Desktop,42,24,9,5,5
2025-06-22,Referral,Mobile,70,40,15,9,6
2025-06-22,Referral,Tablet,9,5,2,1,1
2025-06-22,TikTok,Desktop,31,16,7,5,3
2025-06-22,TikTok,Mobile,110,57,24,16,9
2025-06-22,TikTok,Tablet,3,2,1,0,0
2025-06-23,Email/Organic,Desktop,43,22,8,5,4
2025-06-23,Email/Organic,Mobile,67,34,12,9,6
2025-06-23,Email/Organic,Tablet,10,5,2,1,1
2025-06-23,Google Brand,Desktop,42,22,7,5,4
2025-06-23,Google Brand,Mobile,62,32,11,8,6
2025-06-23,Google Brand,Tablet,10,5,2,1,1
2025-06-23,Google Shopping,Desktop,83,35,13,7,6
2025-06-23,Google Shopping,Mobile,152,64,23,14,9
2025-06-23,Google Shopping,Tablet,18,8,3,2,2
2025-06-23,Meta Prospecting,Desktop,169,87,37,21,11
2025-06-23,Meta Prospecting,Mobile,538,276,118,67,26
2025-06-23,Meta Prospecting,Tablet,20,10,4,3,1
2025-06-23,Meta Retargeting,Desktop,71,41,18,11,9
2025-06-23,Meta Retargeting,Mobile,177,101,45,27,17
2025-06-23,Meta Retargeting,Tablet,12,7,3,2,2
2025-06-23,Referral,Desktop,61,32,10,7,6
2025-06-23,Referral,Mobile,103,55,18,13,9
2025-06-23,Referral,Tablet,14,7,2,2,2
2025-06-23,TikTok,Desktop,81,46,14,8,4
2025-06-23,TikTok,Mobile,283,159,49,29,12
2025-06-23,TikTok,Tablet,8,5,2,1,1
2025-06-24,Email/Organic,Desktop,128,67,21,13,12
2025-06-24,Email/Organic,Mobile,200,105,33,21,15
2025-06-24,Email/Organic,Tablet,29,16,5,3,3
2025-06-24,Google Brand,Desktop,49,31,11,7,5
2025-06-24,Google Brand,Mobile,71,44,16,10,6
2025-06-24,Google Brand,Tablet,12,7,2,1,1
2025-06-24,Google Shopping,Desktop,58,29,11,7,6
2025-06-24,Google Shopping,Mobile,105,53,20,12,7
2025-06-24,Google Shopping,Tablet,12,6,2,1,1
2025-06-24,Meta Prospecting,Desktop,135,81,29,18,11
2025-06-24,Meta Prospecting,Mobile,432,259,93,56,27
2025-06-24,Meta Prospecting,Tablet,16,10,4,2,1
2025-06-24,Meta Retargeting,Desktop,46,29,11,7,6
2025-06-24,Meta Retargeting,Mobile,115,71,28,18,11
2025-06-24,Meta Retargeting,Tablet,8,5,2,1,1
2025-06-24,Referral,Desktop,41,27,10,7,6
2025-06-24,Referral,Mobile,69,46,16,12,9
2025-06-24,Referral,Tablet,9,6,2,1,1
2025-06-24,TikTok,Desktop,47,27,11,7,5
2025-06-24,TikTok,Mobile,166,96,38,25,13
2025-06-24,TikTok,Tablet,5,3,1,1,0
2025-06-25,Email/Organic,Desktop,73,37,14,9,8
2025-06-25,Email/Organic,Mobile,115,59,23,15,11
2025-06-25,Email/Organic,Tablet,17,9,3,2,2
2025-06-25,Google Brand,Desktop,66,35,13,9,7
2025-06-25,Google Brand,Mobile,96,51,18,12,7
2025-06-25,Google Brand,Tablet,15,8,3,2,1
2025-06-25,Google Shopping,Desktop,83,48,17,10,8
2025-06-25,Google Shopping,Mobile,150,86,32,19,11
2025-06-25,Google Shopping,Tablet,17,10,4,2,1
2025-06-25,Meta Prospecting,Desktop,203,131,46,28,15
2025-06-25,Meta Prospecting,Mobile,649,418,146,87,37
2025-06-25,Meta Prospecting,Tablet,25,16,6,3,1
2025-06-25,Meta Retargeting,Desktop,55,28,11,8,6
2025-06-25,Meta Retargeting,Mobile,136,69,27,19,12
2025-06-25,Meta Retargeting,Tablet,9,5,2,1,1
2025-06-25,Referral,Desktop,98,54,20,12,10
2025-06-25,Referral,Mobile,165,90,34,20,13
2025-06-25,Referral,Tablet,21,12,4,3,2
2025-06-25,TikTok,Desktop,52,28,11,6,4
2025-06-25,TikTok,Mobile,181,100,38,21,10
2025-06-25,TikTok,Tablet,5,3,1,1,1
2025-06-26,Email/Organic,Desktop,68,35,16,10,9
2025-06-26,Email/Organic,Mobile,107,54,25,16,11
2025-06-26,Email/Organic,Tablet,16,8,3,2,2
2025-06-26,Google Brand,Desktop,55,31,12,8,7
2025-06-26,Google Brand,Mobile,79,44,17,11,7
2025-06-26,Google Brand,Tablet,13,7,3,2,2
2025-06-26,Google Shopping,Desktop,64,37,13,9,7
2025-06-26,Google Shopping,Mobile,116,66,25,17,11
2025-06-26,Google Shopping,Tablet,13,8,3,2,1
2025-06-26,Meta Prospecting,Desktop,174,108,41,24,11
2025-06-26,Meta Prospecting,Mobile,554,344,132,76,27
2025-06-26,Meta Prospecting,Tablet,21,13,5,3,1
2025-06-26,Meta Retargeting,Desktop,72,37,15,9,8
2025-06-26,Meta Retargeting,Mobile,177,92,37,23,16
2025-06-26,Meta Retargeting,Tablet,12,6,3,2,1
2025-06-26,Referral,Desktop,47,26,9,6,5
2025-06-26,Referral,Mobile,80,44,16,10,7
2025-06-26,Referral,Tablet,11,6,2,1,1
2025-06-26,TikTok,Desktop,44,26,11,6,4
2025-06-26,TikTok,Mobile,151,92,37,21,11
2025-06-26,TikTok,Tablet,4,3,1,1,1
2025-06-27,Email/Organic,Desktop,112,61,23,14,12
2025-06-27,Email/Organic,Mobile,175,95,37,21,15
2025-06-27,Email/Organic,Tablet,25,14,5,3,2
2025-06-27,Google Brand,Desktop,34,17,8,6,5
2025-06-27,Google Brand,Mobile,49,24,11,8,5
2025-06-27,Google Brand,Tablet,8,4,2,1,1
2025-06-27,Google Shopping,Desktop,83,41,16,12,8
2025-06-27,Google Shopping,Mobile,152,76,30,21,12
2025-06-27,Google Shopping,Tablet,18,9,4,2,1
2025-06-27,Meta Prospecting,Desktop,146,76,29,21,12
2025-06-27,Meta Prospecting,Mobile,468,243,93,67,29
2025-06-27,Meta Prospecting,Tablet,18,9,4,3,1
2025-06-27,Meta Retargeting,Desktop,51,26,10,7,6
2025-06-27,Meta Retargeting,Mobile,128,65,25,16,10
2025-06-27,Meta Retargeting,Tablet,9,5,2,1,1
2025-06-27,Referral,Desktop,70,37,15,10,9
2025-06-27,Referral,Mobile,119,63,25,16,11
2025-06-27,Referral,Tablet,16,8,3,2,2
2025-06-27,TikTok,Desktop,60,32,12,7,4
2025-06-27,TikTok,Mobile,210,110,40,26,13
2025-06-27,TikTok,Tablet,6,3,1,1,1
2025-06-28,Email/Organic,Desktop,113,59,19,11,10
2025-06-28,Email/Organic,Mobile,177,92,30,17,12
2025-06-28,Email/Organic,Tablet,26,13,5,3,2
2025-06-28,Google Brand,Desktop,52,25,10,7,6
2025-06-28,Google Brand,Mobile,75,37,15,10,7
2025-06-28,Google Brand,Tablet,12,6,3,1,1
2025-06-28,Google Shopping,Desktop,40,25,11,6,5
2025-06-28,Google Shopping,Mobile,74,45,19,12,8
2025-06-28,Google Shopping,Tablet,9,5,2,1,1
2025-06-28,Meta Prospecting,Desktop,149,72,27,16,9
2025-06-28,Meta Prospecting,Mobile,476,229,86,50,23
2025-06-28,Meta Prospecting,Tablet,18,8,3,2,1
2025-06-28,Meta Retargeting,Desktop,70,43,17,11,9
2025-06-28,Meta Retargeting,Mobile,174,105,42,26,15
2025-06-28,Meta Retargeting,Tablet,12,7,3,2,1
2025-06-28,Referral,Desktop,102,49,17,10,9
2025-06-28,Referral,Mobile,171,82,30,18,13
2025-06-28,Referral,Tablet,22,11,4,2,2
2025-06-28,TikTok,Desktop,90,55,18,10,7
2025-06-28,TikTok,Mobile,313,194,63,36,19
2025-06-28,TikTok,Tablet,9,6,2,1,1
2025-06-29,Email/Organic,Desktop,100,54,19,13,11
2025-06-29,Email/Organic,Mobile,157,85,30,21,14
2025-06-29,Email/Organic,Tablet,23,13,4,3,2
2025-06-29,Google Brand,Desktop,56,34,12,7,7
2025-06-29,Google Brand,Mobile,81,49,17,10,7
2025-06-29,Google Brand,Tablet,13,8,3,2,2
2025-06-29,Google Shopping,Desktop,79,41,15,10,8
2025-06-29,Google Shopping,Mobile,143,74,27,17,11
2025-06-29,Google Shopping,Tablet,17,9,3,2,1
2025-06-29,Meta Prospecting,Desktop,103,57,25,15,8
2025-06-29,Meta Prospecting,Mobile,327,181,81,50,22
2025-06-29,Meta Prospecting,Tablet,12,7,3,2,1
2025-06-29,Meta Retargeting,Desktop,61,37,16,10,8
2025-06-29,Meta Retargeting,Mobile,150,91,39,25,15
2025-06-29,Meta Retargeting,Tablet,10,6,3,2,1
2025-06-29,Referral,Desktop,58,30,11,7,6
2025-06-29,Referral,Mobile,97,51,19,12,9
2025-06-29,Referral,Tablet,13,7,3,2,2
2025-06-29,TikTok,Desktop,95,57,19,11,8
2025-06-29,TikTok,Mobile,330,199,66,39,21
2025-06-29,TikTok,Tablet,9,6,2,1,1
2025-06-30,Email/Organic,Desktop,54,29,9,6,6
2025-06-30,Email/Organic,Mobile,85,45,14,10,8
2025-06-30,Email/Organic,Tablet,12,6,2,1,1
2025-06-30,Google Brand,Desktop,53,27,13,8,7
2025-06-30,Google Brand,Mobile,77,38,19,11,7
2025-06-30,Google Brand,Tablet,13,6,3,2,2
2025-06-30,Google Shopping,Desktop,81,39,14,10,8
2025-06-30,Google Shopping,Mobile,146,71,25,17,10
2025-06-30,Google Shopping,Tablet,17,8,3,2,1
2025-06-30,Meta Prospecting,Desktop,101,63,27,17,9
2025-06-30,Meta Prospecting,Mobile,321,203,86,55,22
2025-06-30,Meta Prospecting,Tablet,12,8,3,2,1
2025-06-30,Meta Retargeting,Desktop,57,29,13,8,7
2025-06-30,Meta Retargeting,Mobile,141,73,32,20,13
2025-06-30,Meta Retargeting,Tablet,10,5,2,1,1
2025-06-30,Referral,Desktop,69,39,15,8,7
2025-06-30,Referral,Mobile,116,65,24,14,9
2025-06-30,Referral,Tablet,15,9,3,2,2
2025-06-30,TikTok,Desktop,34,22,8,5,3
2025-06-30,TikTok,Mobile,117,75,26,18,9
2025-06-30,TikTok,Tablet,3,2,1,1,1
2025-07-01,Email/Organic,Desktop,59,35,16,11,10
2025-07-01,Email/Organic,Mobile,93,55,26,17,13
2025-07-01,Email/Organic,Tablet,14,8,4,2,2
2025-07-01,Google Brand,Desktop,69,39,13,9,8
2025-07-01,Google Brand,Mobile,100,56,18,12,8
2025-07-01,Google Brand,Tablet,16,9,3,2,2
2025-07-01,Google Shopping,Desktop,72,40,15,10,8
2025-07-01,Google Shopping,Mobile,130,72,28,18,11
2025-07-01,Google Shopping,Tablet,15,8,3,2,2
2025-07-01,Meta Prospecting,Desktop,117,64,25,16,9
2025-07-01,Meta Prospecting,Mobile,374,204,78,50,22
2025-07-01,Meta Prospecting,Tablet,14,8,3,2,1
2025-07-01,Meta Retargeting,Desktop,90,52,18,11,8
2025-07-01,Meta Retargeting,Mobile,222,128,45,27,16
2025-07-01,Meta Retargeting,Tablet,15,9,3,2,1
2025-07-01,Referral,Desktop,43,23,10,6,5
2025-07-01,Referral,Mobile,72,40,16,10,7
2025-07-01,Referral,Tablet,9,5,2,1,1
2025-07-01,TikTok,Desktop,30,16,7,4,3
2025-07-01,TikTok,Mobile,103,57,23,15,8
2025-07-01,TikTok,Tablet,3,2,1,1,1
2025-07-02,Email/Organic,Desktop,144,70,25,16,14
2025-07-02,Email/Organic,Mobile,226,110,39,25,17
2025-07-02,Email/Organic,Tablet,33,16,6,3,2
2025-07-02,Google Brand,Desktop,19,10,4,3,2
2025-07-02,Google Brand,Mobile,28,15,7,4,3
2025-07-02,Google Brand,Tablet,4,3,1,1,1
2025-07-02,Google Shopping,Desktop,96,49,19,13,10
2025-07-02,Google Shopping,Mobile,174,88,35,24,14
2025-07-02,Google Shopping,Tablet,20,10,4,3,2
2025-07-02,Meta Prospecting,Desktop,244,124,53,31,15
2025-07-02,Meta Prospecting,Mobile,779,395,170,98,37
2025-07-02,Meta Prospecting,Tablet,30,15,6,4,2
2025-07-02,Meta Retargeting,Desktop,78,43,17,10,8
2025-07-02,Meta Retargeting,Mobile,193,105,42,24,14
2025-07-02,Meta Retargeting,Tablet,13,7,3,2,1
2025-07-02,Referral,Desktop,88,48,15,9,8
2025-07-02,Referral,Mobile,147,81,24,15,10
2025-07-02,Referral,Tablet,19,11,3,2,1
2025-07-02,TikTok,Desktop,47,30,12,8,6
2025-07-02,TikTok,Mobile,162,105,40,27,15
2025-07-02,TikTok,Tablet,5,3,1,1,0
2025-07-03,Email/Organic,Desktop,116,59,21,13,12
2025-07-03,Email/Organic,Mobile,181,92,33,21,14
2025-07-03,Email/Organic,Tablet,27,13,5,3,2
2025-07-03,Google Brand,Desktop,81,50,18,11,9
2025-07-03,Google Brand,Mobile,118,73,25,16,10
2025-07-03,Google Brand,Tablet,19,12,4,3,2
2025-07-03,Google Shopping,Desktop,83,47,17,10,7
2025-07-03,Google Shopping,Mobile,150,85,32,19,10
2025-07-03,Google Shopping,Tablet,17,10,4,2,1
2025-07-03,Meta Prospecting,Desktop,177,98,34,21,13
2025-07-03,Meta Prospecting,Mobile,564,312,107,66,30
2025-07-03,Meta Prospecting,Tablet,21,12,4,2,1
2025-07-03,Meta Retargeting,Desktop,59,32,14,8,7
2025-07-03,Meta Retargeting,Mobile,146,78,35,20,13
2025-07-03,Meta Retargeting,Tablet,10,5,2,1,1
2025-07-03,Referral,Desktop,54,28,11,7,6
2025-07-03,Referral,Mobile,92,48,19,12,8
2025-07-03,Referral,Tablet,12,6,2,2,2
2025-07-03,TikTok,Desktop,35,21,7,4,3
2025-07-03,TikTok,Mobile,122,71,23,15,8
2025-07-03,TikTok,Tablet,3,2,1,1,1
2025-07-04,Email/Organic,Desktop,83,48,20,11,10
2025-07-04,Email/Organic,Mobile,130,74,32,17,11
2025-07-04,Email/Organic,Tablet,19,11,5,3,2
2025-07-04,Google Brand,Desktop,59,26,11,7,6
2025-07-04,Google Brand,Mobile,85,38,16,10,7
2025-07-04,Google Brand,Tablet,14,6,2,2,1
2025-07-04,Google Shopping,Desktop,96,49,16,12,8
2025-07-04,Google Shopping,Mobile,174,89,30,22,12
2025-07-04,Google Shopping,Tablet,20,11,4,2,1
