date,channel,spend,impressions,clicks,new_customers
2025-04-05,Google Brand,124.72,2587,207,7
2025-04-05,Google Shopping,207.93,6300,189,7
2025-04-05,Meta Prospecting,498.8,46166,554,25
2025-04-05,Meta Retargeting,531.79,18590,409,18
2025-04-05,Referral,24.79,2460,123,8
2025-04-05,TikTok,238.03,37777,340,12
2025-04-06,Email/Organic,13.76,6875,275,11
2025-04-06,Google Brand,221.63,4612,369,10
2025-04-06,Google Shopping,597.32,18100,543,20
2025-04-06,Meta Prospecting,346.41,32000,384,19
2025-04-06,Meta Retargeting,213.48,7454,164,8
2025-04-06,Referral,34.75,3460,173,9
2025-04-06,TikTok,186.61,29555,266,10
2025-04-07,Email/Organic,13.49,6725,269,11
2025-04-07,Google Brand,233.43,4862,389,11
2025-04-07,Google Shopping,460.8,13933,418,15
2025-04-07,Meta Prospecting,562.77,52083,625,34
2025-04-07,Meta Retargeting,337.09,11772,259,13
2025-04-07,Referral,28.39,2820,141,7
2025-04-07,TikTok,219.7,34777,313,11
2025-04-08,Email/Organic,28.91,14450,578,20
2025-04-08,Google Brand,184.15,3825,306,8
2025-04-08,Google Shopping,322.63,9766,293,12
2025-04-08,Meta Prospecting,614.93,56916,683,34
2025-04-08,Meta Retargeting,323.95,11318,249,13
2025-04-08,Referral,47.95,4780,239,13
2025-04-08,TikTok,222.83,35333,318,11
2025-04-09,Email/Organic,16.75,8375,335,14
2025-04-09,Google Brand,166.11,3450,276,8
2025-04-09,Google Shopping,221.38,6700,201,7
2025-04-09,Meta Prospecting,363.12,33583,403,19
2025-04-09,Meta Retargeting,363.61,12681,279,14
2025-04-09,Referral,31.78,3160,158,8
2025-04-09,TikTok,148.22,23444,211,8
2025-04-10,Email/Organic,18.04,9000,360,14
2025-04-10,Google Brand,219.9,4575,366,9
2025-04-10,Google Shopping,456.53,13833,415,15
2025-04-10,Meta Prospecting,496.41,45916,551,28
2025-04-10,Meta Retargeting,296.84,10363,228,10
2025-04-10,Referral,25.5,2540,127,8
2025-04-10,TikTok,262.23,41555,374,14
2025-04-11,Email/Organic,19.05,9525,381,15
2025-04-11,Google Brand,209.44,4362,349,10
2025-04-11,Google Shopping,337.86,10233,307,11
2025-04-11,Meta Prospecting,393.82,36416,437,23
2025-04-11,Meta Retargeting,207.64,7227,159,9
2025-04-11,Referral,14.59,1440,72,4
2025-04-11,TikTok,281.67,44666,402,14
2025-04-12,Email/Organic,16.74,8350,334,12
2025-04-12,Google Brand,174.81,3637,291,9
2025-04-12,Google Shopping,282.62,8533,256,9
2025-04-12,Meta Prospecting,481.46,44500,534,29
2025-04-12,Meta Retargeting,318.76,11136,245,13
2025-04-12,Referral,45.69,4560,228,13
2025-04-12,TikTok,209.55,33222,299,10
2025-04-13,Email/Organic,28.68,14325,573,22
2025-04-13,Google Brand,166.72,3462,277,8
2025-04-13,Google Shopping,237.02,7166,215,7
2025-04-13,Meta Prospecting,447.55,41416,497,24
2025-04-13,Meta Retargeting,163.47,5681,125,7
2025-04-13,Referral,41.36,4120,206,13
2025-04-13,TikTok,257.89,40888,368,14
2025-04-14,Email/Organic,20.78,10375,415,15
2025-04-14,Google Brand,284.6,5925,474,12
2025-04-14,Google Shopping,366.15,11066,332,13
2025-04-14,Meta Prospecting,439.83,40666,488,25
2025-04-14,Meta Retargeting,546.18,19090,420,22
2025-04-14,Referral,23.93,2380,119,7
2025-04-14,TikTok,256.46,40666,366,13
2025-04-15,Email/Organic,11.75,5875,235,10
2025-04-15,Google Brand,103.06,2137,171,5
2025-04-15,Google Shopping,326.59,9866,296,10
2025-04-15,Meta Prospecting,351.2,32500,390,20
2025-04-15,Meta Retargeting,270.1,9409,207,10
2025-04-15,Referral,11.31,1120,56,3
2025-04-15,TikTok,221.18,35000,315,10
2025-04-16,Email/Organic,19.24,9600,384,15
2025-04-16,Google Brand,122.7,2550,204,6
2025-04-16,Google Shopping,614.05,18600,558,19
2025-04-16,Meta Prospecting,651.98,60333,724,36
2025-04-16,Meta Retargeting,323.31,11272,248,13
2025-04-16,Referral,47.61,4760,238,14
2025-04-16,TikTok,162.97,25777,232,8
2025-04-17,Email/Organic,19.43,9700,388,15
2025-04-17,Google Brand,198.86,4137,331,9
2025-04-17,Google Shopping,300.3,9100,273,10
2025-04-17,Meta Prospecting,646.05,59750,717,35
2025-04-17,Meta Retargeting,430.23,15000,330,17
2025-04-17,Referral,29.55,2940,147,8
2025-04-17,TikTok,225.41,35777,322,12
2025-04-18,Email/Organic,20.81,10400,416,15
2025-04-18,Google Brand,94.02,1950,156,4
2025-04-18,Google Shopping,401.57,12166,365,13
2025-04-18,Meta Prospecting,651.58,60250,723,34
2025-04-18,Meta Retargeting,486.47,17000,374,18
2025-04-18,Referral,21.35,2120,106,7
2025-04-18,TikTok,244.72,38777,349,13
2025-04-19,Email/Organic,14.64,7300,292,11
2025-04-19,Google Brand,94.22,1962,157,4
2025-04-19,Google Shopping,472.22,14300,429,16
2025-04-19,Meta Prospecting,609.88,56416,677,33
2025-04-19,Meta Retargeting,266.73,9318,205,11
2025-04-19,Referral,31.66,3160,158,9
2025-04-19,TikTok,322.27,51111,460,16
2025-04-20,Email/Organic,13.11,6550,262,9
2025-04-20,Google Brand,68.61,1425,114,3
2025-04-20,Google Shopping,334.24,10100,303,11
2025-04-20,Meta Prospecting,664.79,61500,738,37
2025-04-20,Meta Retargeting,313.75,10954,241,12
2025-04-20,Referral,31.36,3120,156,9
2025-04-20,TikTok,337.49,53555,482,16
2025-04-21,Email/Organic,21.57,10775,431,16
2025-04-21,Google Brand,263.71,5487,439,11
2025-04-21,Google Shopping,265.33,8033,241,9
2025-04-21,Meta Prospecting,497.94,46083,553,27
2025-04-21,Meta Retargeting,345.16,12045,265,13
2025-04-21,Referral,33.59,3340,167,9
2025-04-21,TikTok,311.42,49333,444,15
2025-04-22,Email/Organic,14.13,7050,282,11
2025-04-22,Google Brand,225.62,4700,376,11
2025-04-22,Google Shopping,342.71,10366,311,11
2025-04-22,Meta Prospecting,796.9,73750,885,44
2025-04-22,Meta Retargeting,225.86,7863,173,9
2025-04-22,Referral,24.73,2460,123,7
2025-04-22,TikTok,208.65,33111,298,10
2025-04-23,Email/Organic,25.4,12675,507,19
2025-04-23,Google Brand,138.61,2887,231,6
2025-04-23,Google Shopping,362.57,10966,329,10
2025-04-23,Meta Prospecting,425.67,39333,472,25
2025-04-23,Meta Retargeting,401.13,14000,308,15
2025-04-23,Referral,27.64,2760,138,7
2025-04-23,TikTok,191.4,30333,273,10
2025-04-24,Email/Organic,18.16,9075,363,14
2025-04-24,Google Brand,354.36,7375,590,15
2025-04-24,Google Shopping,586.5,17766,533,17
2025-04-24,Meta Prospecting,402.07,37166,446,22
2025-04-24,Meta Retargeting,390.68,13636,300,15
2025-04-24,Referral,43.82,4380,219,13
2025-04-24,TikTok,102.04,16111,145,4
2025-04-25,Email/Organic,15.45,7700,308,12
2025-04-25,Google Brand,147.73,3075,246,7
2025-04-25,Google Shopping,224.77,6800,204,8
2025-04-25,Meta Prospecting,587.54,54333,652,33
2025-04-25,Meta Retargeting,382.75,13363,294,15
2025-04-25,Referral,26.91,2680,134,8
2025-04-25,TikTok,182.51,28888,260,10
2025-04-26,Email/Organic,9.02,4500,180,7
2025-04-26,Google Brand,227.62,4737,379,11
2025-04-26,Google Shopping,751.84,22766,683,24
2025-04-26,Meta Prospecting,635.84,58833,706,35
2025-04-26,Meta Retargeting,508.72,17772,391,18
2025-04-26,Referral,32.61,3260,163,9
2025-04-26,TikTok,234.92,37222,335,13
2025-04-27,Email/Organic,14.32,7150,286,11
2025-04-27,Google Brand,226.15,4700,376,12
2025-04-27,Google Shopping,271.71,8233,247,9
2025-04-27,Meta Prospecting,685.25,63416,761,37
2025-04-27,Meta Retargeting,351.07,12272,270,13
2025-04-27,Referral,30.32,3020,151,8
2025-04-27,TikTok,280.21,44444,400,13
2025-04-28,Email/Organic,20.46,10225,409,16
2025-04-28,Google Brand,135.71,2825,226,7
2025-04-28,Google Shopping,491.79,14900,447,15
2025-04-28,Meta Prospecting,685.91,63500,762,38
2025-04-28,Meta Retargeting,239.04,8318,183,9
2025-04-28,Referral,33.34,3320,166,9
2025-04-28,TikTok,178.18,28222,254,9
2025-04-29,Email/Organic,12.63,6300,252,9
2025-04-29,Google Brand,214.37,4462,357,11
2025-04-29,Google Shopping,398.77,12066,362,12
2025-04-29,Meta Prospecting,515.88,47750,573,32
2025-04-29,Meta Retargeting,284.46,9909,218,10
2025-04-29,Referral,39.69,3960,198,11
2025-04-29,TikTok,337.51,53555,482,16
2025-04-30,Email/Organic,23.32,11650,466,18
2025-04-30,Google Brand,108.61,2262,181,5
2025-04-30,Google Shopping,598.29,18100,543,19
2025-04-30,Meta Prospecting,416.56,38500,462,23
2025-04-30,Meta Retargeting,213.38,7454,164,9
2025-04-30,Referral,56.19,5600,280,16
2025-04-30,TikTok,225.98,35777,322,10
2025-05-01,Email/Organic,18.0,9000,360,13
2025-05-01,Google Brand,206.23,4287,343,10
2025-05-01,Google Shopping,473.26,14333,430,15
2025-05-01,Meta Prospecting,500.01,46250,555,27
2025-05-01,Meta Retargeting,421.61,14727,324,17
2025-05-01,Referral,23.77,2360,118,7
2025-05-01,TikTok,360.04,57111,514,17
2025-05-02,Email/Organic,17.44,8700,348,14
2025-05-02,Google Brand,136.72,2837,227,7
2025-05-02,Google Shopping,363.9,11000,330,12
2025-05-02,Meta Prospecting,610.81,56500,678,35
2025-05-02,Meta Retargeting,232.2,8090,178,8
2025-05-02,Referral,29.28,2920,146,8
2025-05-02,TikTok,368.91,58555,527,18
2025-05-03,Email/Organic,25.42,12700,508,20
2025-05-03,Google Brand,229.63,4775,382,10
2025-05-03,Google Shopping,261.86,7933,238,9
2025-05-03,Meta Prospecting,813.87,75333,904,47
2025-05-03,Meta Retargeting,278.62,9727,214,11
2025-05-03,Referral,16.53,1640,82,5
2025-05-03,TikTok,245.89,39000,351,13
2025-05-04,Email/Organic,17.13,8550,342,13
2025-05-04,Google Brand,113.63,2362,189,5
2025-05-04,Google Shopping,334.96,10133,304,11
2025-05-04,Meta Prospecting,777.64,72000,864,43
2025-05-04,Meta Retargeting,288.95,10090,222,11
2025-05-04,Referral,27.75,2760,138,7
2025-05-04,TikTok,168.44,26666,240,9
2025-05-05,Email/Organic,20.81,10400,416,14
2025-05-05,Google Brand,361.29,7525,602,16
2025-05-05,Google Shopping,504.11,15266,458,15
2025-05-05,Meta Prospecting,643.39,59500,714,36
2025-05-05,Meta Retargeting,336.55,11727,258,13
2025-05-05,Referral,35.12,3500,175,10
2025-05-05,TikTok,259.97,41222,371,13
2025-05-06,Email/Organic,12.76,6375,255,9
2025-05-06,Google Brand,262.43,5462,437,11
2025-05-06,Google Shopping,564.83,17100,513,16
2025-05-06,Meta Prospecting,461.81,42750,513,26
2025-05-06,Meta Retargeting,331.74,11590,255,13
2025-05-06,Referral,31.56,3140,157,8
2025-05-06,TikTok,157.8,25000,225,8
2025-05-07,Email/Organic,13.68,6825,273,10
2025-05-07,Google Brand,318.45,6625,530,14
2025-05-07,Google Shopping,332.43,10066,302,12
2025-05-07,Meta Prospecting,589.75,54583,655,31
2025-05-07,Meta Retargeting,429.44,15000,330,14
2025-05-07,Referral,29.3,2920,146,9
2025-05-07,TikTok,365.79,58000,522,18
2025-05-08,Email/Organic,16.28,8125,325,12
2025-05-08,Google Brand,226.97,4725,378,10
2025-05-08,Google Shopping,287.3,8700,261,10
2025-05-08,Meta Prospecting,660.4,61083,733,37
2025-05-08,Meta Retargeting,397.78,13863,305,15
2025-05-08,Referral,39.31,3920,196,11
2025-05-08,TikTok,313.92,49777,448,16
2025-05-09,Email/Organic,18.96,9475,379,13
2025-05-09,Google Brand,179.59,3737,299,8
2025-05-09,Google Shopping,495.47,15000,450,16
2025-05-09,Meta Prospecting,590.05,54583,655,32
2025-05-09,Meta Retargeting,280.83,9818,216,11
2025-05-09,Referral,42.58,4240,212,11
2025-05-09,TikTok,284.84,45111,406,13
2025-05-10,Email/Organic,20.75,10375,415,15
2025-05-10,Google Brand,145.32,3025,242,7
2025-05-10,Google Shopping,297.84,9000,270,11
2025-05-10,Meta Prospecting,591.67,54750,657,33
2025-05-10,Meta Retargeting,259.78,9045,199,10
2025-05-10,Referral,35.75,3560,178,10
2025-05-10,TikTok,267.6,42444,382,14
2025-05-11,Email/Organic,15.25,7625,305,11
2025-05-11,Google Brand,271.36,5650,452,12
2025-05-11,Google Shopping,332.96,10066,302,12
2025-05-11,Meta Prospecting,491.13,45416,545,27
2025-05-11,Meta Retargeting,447.7,15636,344,17
2025-05-11,Referral,24.21,2420,121,7
2025-05-11,TikTok,222.68,35333,318,12
2025-05-12,Email/Organic,12.21,6100,244,9
2025-05-12,Google Brand,130.09,2700,216,6
2025-05-12,Google Shopping,272.3,8233,247,8
2025-05-12,Meta Prospecting,555.44,51416,617,31
2025-05-12,Meta Retargeting,431.26,15045,331,16
2025-05-12,Referral,38.66,3860,193,11
2025-05-12,TikTok,246.55,39111,352,12
2025-05-13,Email/Organic,23.04,11500,460,16
2025-05-13,Google Brand,178.85,3725,298,9
2025-05-13,Google Shopping,326.07,9866,296,10
2025-05-13,Meta Prospecting,590.06,54583,655,36
2025-05-13,Meta Retargeting,294.3,10272,226,12
2025-05-13,Referral,25.2,2500,125,8
2025-05-13,TikTok,255.09,40444,364,14
2025-05-14,Email/Organic,15.95,7950,318,12
2025-05-14,Google Brand,130.32,2712,217,6
2025-05-14,Google Shopping,520.45,15766,473,16
2025-05-14,Meta Prospecting,527.49,48833,586,30
2025-05-14,Meta Retargeting,317.79,11090,244,14
2025-05-14,Referral,19.41,1940,97,6
2025-05-14,TikTok,357.16,56666,510,19
2025-05-15,Email/Organic,24.73,12350,494,18
2025-05-15,Google Brand,146.51,3050,244,6
2025-05-15,Google Shopping,388.59,11766,353,12
2025-05-15,Meta Prospecting,722.23,66833,802,40
2025-05-15,Meta Retargeting,383.97,13409,295,15
2025-05-15,Referral,35.26,3520,176,11
2025-05-15,TikTok,318.66,50555,455,16
2025-05-16,Email/Organic,22.51,11250,450,17
2025-05-16,Google Brand,117.69,2450,196,5
2025-05-16,Google Shopping,360.59,10900,327,12
2025-05-16,Meta Prospecting,709.54,65666,788,37
2025-05-16,Meta Retargeting,297.58,10363,228,12
2025-05-16,Referral,36.25,3620,181,11
2025-05-16,TikTok,243.12,38555,347,12
2025-05-17,Email/Organic,23.07,11525,461,19
2025-05-17,Google Brand,278.03,5787,463,13
2025-05-17,Google Shopping,369.81,11200,336,11
2025-05-17,Meta Prospecting,725.69,67166,806,39
2025-05-17,Meta Retargeting,271.8,9500,209,11
2025-05-17,Referral,32.55,3240,162,9
2025-05-17,TikTok,322.03,51111,460,15
2025-05-18,Email/Organic,12.44,6200,248,10
2025-05-18,Google Brand,398.72,8300,664,17
2025-05-18,Google Shopping,448.93,13600,408,14
2025-05-18,Meta Prospecting,534.39,49416,593,29
2025-05-18,Meta Retargeting,475.98,16636,366,17
2025-05-18,Referral,47.05,4700,235,14
2025-05-18,TikTok,344.69,54666,492,18
2025-05-19,Email/Organic,21.74,10850,434,17
2025-05-19,Google Brand,192.27,4000,320,9
2025-05-19,Google Shopping,423.24,12800,384,13
2025-05-19,Meta Prospecting,528.97,48916,587,30
2025-05-19,Meta Retargeting,262.05,9136,201,9
2025-05-19,Referral,32.47,3240,162,10
2025-05-19,TikTok,259.34,41111,370,13
2025-05-20,Email/Organic,23.07,11525,461,17
2025-05-20,Google Brand,99.78,2075,166,5
2025-05-20,Google Shopping,171.25,5166,155,6
2025-05-20,Meta Prospecting,688.3,63666,764,39
2025-05-20,Meta Retargeting,422.12,14727,324,15
2025-05-20,Referral,22.93,2280,114,7
2025-05-20,TikTok,326.05,51666,465,17
2025-05-21,Email/Organic,18.67,9325,373,15
2025-05-21,Google Brand,98.01,2037,163,5
2025-05-21,Google Shopping,244.3,7400,222,9
2025-05-21,Meta Prospecting,504.12,46666,560,27
2025-05-21,Meta Retargeting,521.94,18227,401,18
2025-05-21,Referral,27.32,2720,136,8
2025-05-21,TikTok,193.33,30666,276,11
2025-05-22,Email/Organic,31.27,15625,625,22
2025-05-22,Google Brand,257.38,5350,428,12
2025-05-22,Google Shopping,488.13,14766,443,17
2025-05-22,Meta Prospecting,558.45,51666,620,32
2025-05-22,Meta Retargeting,228.63,7954,175,8
2025-05-22,Referral,40.8,4060,203,11
2025-05-22,TikTok,276.81,43888,395,12
2025-05-23,Email/Organic,21.38,10675,427,15
2025-05-23,Google Brand,297.42,6187,495,14
2025-05-23,Google Shopping,328.48,9933,298,11
2025-05-23,Meta Prospecting,536.87,49666,596,31
2025-05-23,Meta Retargeting,286.89,10000,220,11
2025-05-23,Referral,43.35,4320,216,12
2025-05-23,TikTok,259.72,41222,371,15
2025-05-24,Email/Organic,16.72,8350,334,13
2025-05-24,Google Brand,184.47,3837,307,9
2025-05-24,Google Shopping,391.31,11833,355,12
2025-05-24,Meta Prospecting,641.87,59416,713,33
2025-05-24,Meta Retargeting,113.1,3909,86,4
2025-05-24,Referral,25.38,2520,126,7
2025-05-24,TikTok,231.99,36777,331,11
2025-05-25,Email/Organic,18.04,9000,360,13
2025-05-25,Google Brand,208.98,4350,348,8
2025-05-25,Google Shopping,449.06,13600,408,14
2025-05-25,Meta Prospecting,655.57,60666,728,36
2025-05-25,Meta Retargeting,445.75,15545,342,17
2025-05-25,Referral,41.96,4180,209,13
2025-05-25,TikTok,176.99,28000,252,8
2025-05-26,Email/Organic,18.15,9050,362,13
2025-05-26,Google Brand,304.44,6337,507,13
2025-05-26,Google Shopping,501.95,15200,456,16
2025-05-26,Meta Prospecting,815.02,75416,905,44
2025-05-26,Meta Retargeting,441.92,15409,339,18
2025-05-26,Referral,31.73,3160,158,9
2025-05-26,TikTok,241.51,38333,345,12
2025-05-27,Email/Organic,23.52,11750,470,17
2025-05-27,Google Brand,108.1,2250,180,5
2025-05-27,Google Shopping,370.46,11200,336,12
2025-05-27,Meta Prospecting,598.45,55333,664,32
2025-05-27,Meta Retargeting,368.16,12863,283,15
2025-05-27,Referral,27.93,2780,139,8
2025-05-27,TikTok,248.39,39333,354,12
2025-05-28,Email/Organic,15.53,7750,310,11
2025-05-28,Google Brand,217.39,4525,362,10
2025-05-28,Google Shopping,459.06,13900,417,16
2025-05-28,Meta Prospecting,620.44,57416,689,35
2025-05-28,Meta Retargeting,392.73,13727,302,14
2025-05-28,Referral,29.27,2920,146,7
2025-05-28,TikTok,265.5,42111,379,13
2025-05-29,Email/Organic,21.51,10750,430,17
2025-05-29,Google Brand,223.9,4662,373,10
2025-05-29,Google Shopping,450.16,13633,409,15
2025-05-29,Meta Prospecting,531.04,49166,590,29
2025-05-29,Meta Retargeting,333.0,11636,256,13
2025-05-29,Referral,69.14,6900,345,19
2025-05-29,TikTok,303.27,48111,433,14
2025-05-30,Email/Organic,24.35,12175,487,18
2025-05-30,Google Brand,222.57,4625,370,9
2025-05-30,Google Shopping,628.61,19033,571,21
2025-05-30,Meta Prospecting,734.33,67916,815,40
2025-05-30,Meta Retargeting,285.4,9954,219,11
2025-05-30,Referral,38.82,3880,194,11
2025-05-30,TikTok,251.58,39888,359,14
2025-05-31,Email/Organic,14.96,7475,299,12
2025-05-31,Google Brand,218.11,4537,363,10
2025-05-31,Google Shopping,502.14,15200,456,16
2025-05-31,Meta Prospecting,789.28,73000,876,42
2025-05-31,Meta Retargeting,618.19,21590,475,24
2025-05-31,Referral,35.88,3580,179,12
2025-05-31,TikTok,295.5,46888,422,15
2025-06-01,Email/Organic,20.9,10425,417,15
2025-06-01,Google Brand,206.64,4300,344,9
2025-06-01,Google Shopping,474.95,14366,431,16
2025-06-01,Meta Prospecting,755.41,69916,839,41
2025-06-01,Meta Retargeting,223.13,7772,171,8
2025-06-01,Referral,44.91,4480,224,12
2025-06-01,TikTok,218.48,34666,312,11
2025-06-02,Email/Organic,23.57,11775,471,15
2025-06-02,Google Brand,152.58,3175,254,7
2025-06-02,Google Shopping,402.22,12166,365,13
2025-06-02,Meta Prospecting,636.31,58916,707,38
2025-06-02,Meta Retargeting,391.76,13681,301,15
2025-06-02,Referral,40.66,4060,203,11
2025-06-02,TikTok,239.84,38000,342,12
2025-06-03,Email/Organic,17.73,8850,354,13
2025-06-03,Google Brand,179.88,3737,299,10
2025-06-03,Google Shopping,295.24,8933,268,10
2025-06-03,Meta Prospecting,634.84,58750,705,37
2025-06-03,Meta Retargeting,214.81,7500,165,9
2025-06-03,Referral,49.31,4920,246,15
2025-06-03,TikTok,158.37,25111,226,8
2025-06-04,Email/Organic,20.3,10150,406,15
2025-06-04,Google Brand,114.58,2375,190,6
2025-06-04,Google Shopping,196.9,5966,179,7
2025-06-04,Meta Prospecting,521.01,48166,578,30
2025-06-04,Meta Retargeting,429.02,15000,330,16
2025-06-04,Referral,42.96,4280,214,11
2025-06-04,TikTok,294.95,46777,421,15
2025-06-05,Email/Organic,10.09,5025,201,7
2025-06-05,Google Brand,203.23,4225,338,9
2025-06-05,Google Shopping,611.84,18533,556,19
2025-06-05,Meta Prospecting,446.86,41333,496,26
2025-06-05,Meta Retargeting,373.64,13045,287,14
2025-06-05,Referral,24.27,2420,121,8
2025-06-05,TikTok,199.82,31666,285,10
2025-06-06,Email/Organic,27.59,13775,551,21
2025-06-06,Google Brand,106.24,2212,177,5
2025-06-06,Google Shopping,535.27,16200,486,16
2025-06-06,Meta Prospecting,478.64,44250,531,28
2025-06-06,Meta Retargeting,525.06,18318,403,19
2025-06-06,Referral,36.77,3660,183,10
2025-06-06,TikTok,175.77,27888,251,9
2025-06-07,Email/Organic,16.53,8250,330,11
2025-06-07,Google Brand,57.83,1200,96,3
2025-06-07,Google Shopping,438.31,13266,398,15
2025-06-07,Meta Prospecting,622.56,57583,691,35
2025-06-07,Meta Retargeting,375.8,13136,289,14
2025-06-07,Referral,14.24,1420,71,4
2025-06-07,TikTok,211.51,33555,302,12
2025-06-08,Email/Organic,16.09,8025,321,12
2025-06-08,Google Brand,128.37,2662,213,5
2025-06-08,Google Shopping,434.45,13133,394,13
2025-06-08,Meta Prospecting,827.03,76500,918,46
2025-06-08,Meta Retargeting,525.69,18363,404,19
2025-06-08,Referral,32.89,3280,164,9
2025-06-08,TikTok,233.44,37000,333,12
2025-06-09,Email/Organic,16.12,8050,322,13
2025-06-09,Google Brand,193.37,4025,322,9
2025-06-09,Google Shopping,407.85,12333,370,13
2025-06-09,Meta Prospecting,534.31,49416,593,30
2025-06-09,Meta Retargeting,381.62,13318,293,14
2025-06-09,Referral,35.34,3520,176,9
2025-06-09,TikTok,205.88,32666,294,10
2025-06-10,Email/Organic,17.22,8600,344,14
2025-06-10,Google Brand,319.99,6662,533,14
2025-06-10,Google Shopping,256.98,7766,233,9
2025-06-10,Meta Prospecting,563.89,52166,626,32
2025-06-10,Meta Retargeting,414.46,14454,318,16
2025-06-10,Referral,23.16,2300,115,7
2025-06-10,TikTok,162.02,25666,231,8
2025-06-11,Email/Organic,14.65,7325,293,11
2025-06-11,Google Brand,163.95,3412,273,7
2025-06-11,Google Shopping,347.09,10500,315,11
2025-06-11,Meta Prospecting,569.02,52666,632,32
2025-06-11,Meta Retargeting,386.02,13454,296,15
2025-06-11,Referral,20.45,2040,102,5
2025-06-11,TikTok,146.66,23222,209,7
2025-06-12,Email/Organic,19.87,9925,397,15
2025-06-12,Google Brand,116.38,2412,193,6
2025-06-12,Google Shopping,501.22,15166,455,16
2025-06-12,Meta Prospecting,566.3,52416,629,31
2025-06-12,Meta Retargeting,466.78,16318,359,16
2025-06-12,Referral,33.05,3300,165,11
2025-06-12,TikTok,249.81,39555,356,11
2025-06-13,Email/Organic,20.25,10125,405,13
2025-06-13,Google Brand,141.87,2950,236,7
2025-06-13,Google Shopping,493.69,14933,448,17
2025-06-13,Meta Prospecting,626.27,57916,695,35
2025-06-13,Meta Retargeting,223.9,7818,172,8
2025-06-13,Referral,22.95,2280,114,6
2025-06-13,TikTok,144.74,22888,206,8
2025-06-14,Email/Organic,22.4,11175,447,18
2025-06-14,Google Brand,107.9,2237,179,4
2025-06-14,Google Shopping,448.6,13566,407,15
2025-06-14,Meta Prospecting,825.33,76416,917,44
2025-06-14,Meta Retargeting,293.31,10227,225,11
2025-06-14,Referral,37.99,3780,189,10
2025-06-14,TikTok,284.65,45111,406,14
2025-06-15,Email/Organic,19.74,9850,394,15
2025-06-15,Google Brand,213.55,4437,355,10
2025-06-15,Google Shopping,268.68,8133,244,8
2025-06-15,Meta Prospecting,559.12,51750,621,31
2025-06-15,Meta Retargeting,266.41,9272,204,12
2025-06-15,Referral,28.13,2800,140,8
2025-06-15,TikTok,203.74,32333,291,11
2025-06-16,Email/Organic,16.84,8400,336,14
2025-06-16,Google Brand,179.71,3737,299,9
2025-06-16,Google Shopping,319.46,9666,290,11
2025-06-16,Meta Prospecting,546.67,50583,607,32
2025-06-16,Meta Retargeting,288.75,10090,222,11
2025-06-16,Referral,39.56,3940,197,11
2025-06-16,TikTok,204.86,32444,292,9
2025-06-17,Email/Organic,19.09,9525,381,14
2025-06-17,Google Brand,163.04,3387,271,7
2025-06-17,Google Shopping,456.63,13833,415,14
2025-06-17,Meta Prospecting,489.77,45333,544,28
2025-06-17,Meta Retargeting,382.24,13363,294,14
2025-06-17,Referral,23.23,2320,116,7
2025-06-17,TikTok,159.01,25222,227,8
2025-06-18,Email/Organic,13.7,6825,273,10
2025-06-18,Google Brand,125.26,2600,208,6
2025-06-18,Google Shopping,532.81,16133,484,16
2025-06-18,Meta Prospecting,705.45,65250,783,39
2025-06-18,Meta Retargeting,450.89,15727,346,17
2025-06-18,Referral,34.48,3440,172,10
2025-06-18,TikTok,249.78,39555,356,13
2025-06-19,Email/Organic,18.44,9200,368,14
2025-06-19,Google Brand,231.46,4812,385,10
2025-06-19,Google Shopping,276.03,8333,250,9
2025-06-19,Meta Prospecting,295.64,27333,328,17
2025-06-19,Meta Retargeting,273.03,9545,210,10
2025-06-19,Referral,59.71,5960,298,17
2025-06-19,TikTok,387.43,61444,553,18
2025-06-20,Email/Organic,18.51,9250,370,14
2025-06-20,Google Brand,279.64,5825,466,12
2025-06-20,Google Shopping,373.84,11300,339,11
2025-06-20,Meta Prospecting,557.7,51583,619,32
2025-06-20,Meta Retargeting,538.01,18772,413,21
2025-06-20,Referral,48.02,4800,240,13
2025-06-20,TikTok,152.41,24111,217,7
2025-06-21,Email/Organic,22.76,11375,455,17
2025-06-21,Google Brand,242.81,5050,404,11
2025-06-21,Google Shopping,265.93,8033,241,10
2025-06-21,Meta Prospecting,647.54,59916,719,35
2025-06-21,Meta Retargeting,289.21,10090,222,13
2025-06-21,Referral,40.02,4000,200,10
2025-06-21,TikTok,197.7,31333,282,11
2025-06-22,Email/Organic,24.25,12125,485,17
2025-06-22,Google Brand,208.74,4337,347,10
2025-06-22,Google Shopping,431.8,13066,392,13
2025-06-22,Meta Prospecting,770.53,71333,856,43
2025-06-22,Meta Retargeting,398.82,13909,306,14
2025-06-22,Referral,29.89,2980,149,8
2025-06-22,TikTok,143.04,22666,204,8
2025-06-23,Email/Organic,13.42,6700,268,9
2025-06-23,Google Brand,172.26,3587,287,8
2025-06-23,Google Shopping,230.83,6966,209,8
2025-06-23,Meta Prospecting,586.13,54250,651,33
2025-06-23,Meta Retargeting,410.29,14318,315,17
2025-06-23,Referral,32.36,3220,161,9
2025-06-23,TikTok,264.58,41888,377,13
2025-06-24,Email/Organic,21.82,10900,436,16
2025-06-24,Google Brand,190.39,3962,317,9
2025-06-24,Google Shopping,357.09,10800,324,11
2025-06-24,Meta Prospecting,544.81,50416,605,31
2025-06-24,Meta Retargeting,249.21,8681,191,10
2025-06-24,Referral,18.18,1800,90,5
